pairid,ident1,project1,file1,method1,ident2,project2,file2,method2,sim,sim_tok
486,683,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java,"AbstractExpressionHandler.getFirstLine(int, DetailAST)",27046,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/net/www/http/HttpClient.java,"HttpClient.parseHTTP(MessageHeader, ProgressSource, HttpURLConnection)",0.11902664204412129,0.28494623655913975
487,176,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/AbstractLinkedDeque.java,AbstractLinkedDeque.size(),28561,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentLinkedQueue.java,ConcurrentLinkedQueue.size(),0.3701672859616863,0.4027777777777778
488,2806,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java,ClassUtils.getPackageName(Class<?>),14153,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/PackageFragmentRoot.java,PackageFragmentRoot.getPackageName(IFolder),0.16270642678883124,0.20618556701030932
489,13480,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/LabeledStatement.java,LabeledStatement.setLabel(SimpleName),39913,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/MenuItem.java,MenuItem.setLabel(String),0.29256405772642147,0.36170212765957444
490,1193,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/StaticBucketMap.java,StaticBucketMap.containsKey(Object),49670,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/util/SymbolHash.java,SymbolHash.hash(Object),0.38217569764325365,0.23750000000000004
491,8587,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/eval/Evaluation.java,Evaluation.falsePositives(),19095,guava,repos/guava/guava/src/com/google/common/collect/ConcurrentHashMultiset.java,"ConcurrentHashMultiset.setCount(E, int)",0.1677870197062291,0.10256410256410253
492,9825,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/AnnotationMirrorImpl.java,AnnotationMirrorImpl.getMethodBinding(String),43853,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/StyleContext.java,StyleContext.KeyBuilder.removeAttribute(Object),0.32271133565647014,0.41428571428571426
493,8336,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/graph/ComputationGraph.java,"ComputationGraph.setInput(int, INDArray)",49462,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/parsers/DTDConfiguration.java,DTDConfiguration.parse(XMLInputSource),0.14282022806257272,0.13178294573643412
494,17480,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.toArray(T[]),29195,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.toArray(T[]),0.9320634650738868,0.4871794871794872
495,1561,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/set/ListOrderedSet.java,ListOrderedSet.remove(int),37883,openjdk11,repos/openjdk11/src/java.desktop/share/classes/sun/awt/util/IdentityArrayList.java,IdentityArrayList.remove(int),0.4803325923119934,0.26086956521739135
496,559,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/gui/ParseTreeTablePresentation.java,ParseTreeTablePresentation.isLeaf(Object),46025,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/DefaultTreeModel.java,DefaultTreeModel.isLeaf(Object),0.4070207003002547,0.25806451612903225
497,8088,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/util/ConvolutionUtils.java,ConvolutionUtils.getHeightAndWidth(int[]),38917,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/image/BufferedImage.java,BufferedImage.getSource(),0.15353104312743715,0.26190476190476186
498,9727,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.apt.pluggable.tests/src/org/eclipse/jdt/apt/pluggable/tests/processors/filertester/FilerTesterProc.java,"FilerTesterProc.testGetResource01(Element, String, String)",31255,openjdk11,repos/openjdk11/src/java.base/share/classes/java/net/SocketPermission.java,SocketPermission.getCanonName(),0.15587338836458958,0.22580645161290325
499,763,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/utils/CommonUtil.java,CommonUtil.createBlockCommentNode(Token),34418,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/parser/Token.java,Token.hashCode(long),0.1402858937301028,0.05729166666666663
500,14773,freemind,repos/freemind/freemind/accessories/plugins/time/JDayChooser.java,JDayChooser.setFocus(),47449,openjdk11,repos/openjdk11/src/java.security.jgss/share/classes/sun/security/jgss/krb5/Krb5Context.java,Krb5Context.requestDelegPolicy(boolean),0.13339418074494602,0.38888888888888884
501,8115,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/optimize/listeners/EvaluativeListener.java,"EvaluativeListener.iterationDone(Model, int, int)",45603,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/JTabbedPane.java,JTabbedPane.setModel(SingleSelectionModel),0.13926949675821348,0.20588235294117652
502,19151,guava,repos/guava/guava/src/com/google/common/collect/TreeMultiset.java,TreeMultiset.create(),29933,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/Arrays.java,Arrays.parallelSort(T[]),0.2179055385744758,0.11382113821138207
503,12869,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ArrayType.java,ArrayType.setElementType(Type),58713,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java,Types.elemtype(Type),0.3294967218863146,0.296875
504,14149,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/PackageFragmentRoot.java,"PackageFragmentRoot.computeChildren(OpenableElementInfo, IResource)",36796,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/com/sun/tools/javadoc/main/DocEnv.java,DocEnv.getPackageDoc(PackageSymbol),0.14023732177551265,0.20348837209302328
505,5608,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-serde/nd4j-aeron/src/main/java/org/nd4j/aeron/ipc/AeronNDArraySubscriber.java,AeronNDArraySubscriber.connectionUrl(),55012,openjdk11,repos/openjdk11/src/jdk.jlink/share/classes/jdk/tools/jlink/internal/Archive.java,Archive.Entry.getResourcePoolEntryName(),0.13705776611233753,0.1724137931034483
506,13586,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/internal/core/dom/rewrite/imports/RemovedImportCommentReassigner.java,RemovedImportCommentReassigner.reassignComments(Collection<ImportEntry>),57815,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/util/Bits.java,Bits.isMember(int),0.13249659602097047,0.1440329218106996
507,6862,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/factory/Nd4j.java,"Nd4j.write(OutputStream, INDArray)",15005,freemind,repos/freemind/freemind/freemind/main/XMLElement.java,"XMLElement.writeEncoded(Writer, String)",0.13099833530599797,0.0725552050473186
508,14958,freemind,repos/freemind/freemind/freemind/main/HtmlTools.java,"HtmlTools.unicodeToHTMLUnicodeEntity(String, boolean)",57860,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/util/Convert.java,Convert.escapeUnicode(String),0.14568004811213642,0.42647058823529416
509,18241,guava,repos/guava/guava/src/com/google/common/reflect/Invokable.java,Invokable.ConstructorInvokable.getGenericReturnType(),59271,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/java/ClassDeclaration.java,ClassDeclaration.isDefined(),0.20976673076583527,0.23076923076923073
510,3338,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/OpenIntToDoubleHashMap.java,OpenIntToDoubleHashMap.Iterator.advance(),25804,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/text/DictionaryBasedBreakIterator.java,DictionaryBasedBreakIterator.previous(),0.14857058921292865,0.3466666666666667
511,7687,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-common/src/main/java/org/nd4j/linalg/util/Rational.java,Rational.subtract(int),33463,openjdk11,repos/openjdk11/src/java.base/share/classes/java/math/BigInteger.java,BigInteger.subtract(BigInteger),0.2623905729096766,0.15966386554621848
512,12797,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/index/Index.java,Index.queryDocumentNames(String),49995,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/DocumentTypeImpl.java,DocumentTypeImpl.getNodeName(),0.1362686128811987,0.11888111888111885
513,7537,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-common/src/main/java/org/nd4j/util/StringUtils.java,StringUtils.byteToHexString(byte),51050,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/dv/util/HexBin.java,HexBin.encode(byte[]),0.14310841273288893,0.11926605504587151
514,1211,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/CompositeMap.java,CompositeMap.keySet(),28390,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/Hashtable.java,Hashtable.keySet(),0.7693945393366435,0.29824561403508776
515,3251,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java,"Fraction.getFraction(int, int)",4503,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fraction/Fraction.java,"Fraction.getReducedFraction(int, int)",0.9127682152791939,0.4779411764705882
516,12139,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/InferenceContext18.java,InferenceContext18.usesUncheckedConversion(),50339,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/AttrImpl.java,AttrImpl.setSpecified(boolean),0.13528248578106686,0.21052631578947367
517,14410,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/ModelUpdater.java,"ModelUpdater.traverseDelta(IJavaElementDelta, IPackageFragmentRoot, IJavaProject)",47745,openjdk11,repos/openjdk11/src/java.security.jgss/share/classes/javax/security/auth/kerberos/KerberosCredMessage.java,KerberosCredMessage.getSender(),0.1395231052207401,0.06481481481481477
518,17471,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.removeAt(int),29186,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.removeAt(int),0.18643840000789255,0.5067567567567568
519,9455,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-ui-parent/deeplearning4j-ui-components/src/main/java/org/deeplearning4j/ui/components/table/style/StyleTable.java,StyleTable.Builder.headerColor(Color),36557,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/jdk/javadoc/internal/doclets/formats/html/PackageTreeWriter.java,PackageTreeWriter.getPackageTreeHeader(),0.1323716601179001,0.11724137931034484
520,216,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.remove(Object),28385,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/Hashtable.java,Hashtable.remove(Object),0.5106983495489197,0.20731707317073167
521,1218,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/LRUMap.java,"LRUMap.moveToMRU(LinkEntry<K, V>)",19212,guava,repos/guava/guava/src/com/google/common/collect/ImmutableMultimap.java,"ImmutableMultimap.Builder.put(Entry<?, ?>)",0.1788139788655809,0.1568627450980392
522,1458,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ArrayListIterator.java,ArrayListIterator.nextIndex(),57386,openjdk11,repos/openjdk11/src/java.management/share/classes/com/sun/jmx/mbeanserver/MBeanServerDelegateImpl.java,MBeanServerDelegateImpl.getAttribute(String),0.18019205079504524,0.0449438202247191
523,1513,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayListIterator.java,ObjectArrayListIterator.reset(),7966,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-data/deeplearning4j-utility-iterators/src/main/java/org/deeplearning4j/datasets/iterator/AsyncDataSetIterator.java,AsyncDataSetIterator.reset(),0.7682496111275505,0.08633093525179858
524,3749,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/ml/neuralnet/Network.java,Network.getNeuron(long),20051,openjdk11,repos/openjdk11/test/hotspot/jtreg/vmTestbase/nsk/share/gc/gp/GarbageUtils.java,GarbageUtils.getGarbageProducer(String),0.13803610181241524,0.06904761904761902
525,1461,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ArrayListIterator.java,ArrayListIterator.reset(),7992,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-data/deeplearning4j-utility-iterators/src/main/java/org/deeplearning4j/datasets/iterator/AsyncMultiDataSetIterator.java,AsyncMultiDataSetIterator.reset(),0.7682496111275505,0.0888888888888889
526,13909,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/Util.java,Util.getProblemArgumentsForMarker(String[]),58625,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Attr.java,"Attr.attribArgs(KindSelector, List<JCExpression>, Env<AttrContext>, ListBuffer<Type>)",0.13997099005428945,0.49
527,15171,freemind,repos/freemind/pda/Tree.java,Tree.initScrollBars(),46256,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/JScrollPane.java,JScrollPane.setComponentOrientation(ComponentOrientation),0.2019902874410676,0.16384180790960456
528,11729,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/eval/org/eclipse/jdt/internal/eval/EvaluationContext.java,EvaluationContext.getCodeSnippetSource(),14899,freemind,repos/freemind/freemind/freemind/modes/mindmapmode/actions/xml/actors/RevertActor.java,"RevertActor.createRevertXmlAction(String, String, String)",0.12381812346114202,0.03296703296703296
529,17874,guava,repos/guava/guava/src/com/google/common/primitives/Bytes.java,Bytes.reverse(byte[]),21346,openjdk11,repos/openjdk11/test/jdk/tools/pack200/pack200-verifier/src/xmlkit/XMLKit.java,XMLKit.Element.reverse(),0.20109636546122261,0.2068965517241379
530,6653,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/dataset/api/iterator/StandardScaler.java,"StandardScaler.save(File, File)",33695,openjdk11,repos/openjdk11/src/java.base/share/classes/com/sun/crypto/provider/CipherFeedback.java,CipherFeedback.save(),0.11965222298187722,0.4545454545454546
531,3495,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/Decimal64.java,Decimal64.compareTo(Decimal64),17715,guava,repos/guava/guava/src/com/google/common/primitives/UnsignedLong.java,UnsignedLong.valueOf(long),0.12986364081639873,0.42105263157894735
532,18738,guava,repos/guava/guava/src/com/google/common/collect/Queues.java,"Queues.drainUninterruptibly(BlockingQueue<E>, Collection<?>, int, long, TimeUnit)",29281,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/CompletableFuture.java,"CompletableFuture.orTimeout(long, TimeUnit)",0.26491251218329687,0.20915032679738566
533,972,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/list/TransformedList.java,TransformedList.getList(),48531,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/utils/res/XResourceBundle.java,XResourceBundle.getContents(),0.13622242654722594,0.05747126436781613
534,3539,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fitting/AbstractCurveFitter.java,AbstractCurveFitter.TheoreticalValuesFunction.getModelFunctionJacobian(),45383,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/colorchooser/AbstractColorChooserPanel.java,AbstractColorChooserPanel.getColorSelectionModel(),0.134425584298714,0.14942528735632188
535,3828,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/stat/Frequency.java,Frequency.getMode(),21307,openjdk11,repos/openjdk11/test/jdk/lib/testlibrary/bootlib/java.base/java/util/stream/LambdaTestMode.java,LambdaTestMode.getMode(),0.1348339662065508,0.06542056074766356
536,14690,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/runtime/StandardVMLauncher.java,StandardVMLauncher.buildBootClassPath(),24828,openjdk11,repos/openjdk11/test/lib/jdk/test/lib/management/InputArguments.java,InputArguments.getVmInputArgs(),0.12895952348116513,0.14473684210526316
537,11116,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Compiler/src/org/eclipse/jdt/internal/compiler/ClassFile.java,ClassFile.addFieldInfo(FieldBinding),55007,openjdk11,repos/openjdk11/src/jdk.jlink/share/classes/jdk/tools/jlink/internal/plugins/SystemModulesPlugin.java,SystemModulesPlugin.ModuleInfo.getBytes(),0.1339506038506113,0.07839388145315485
538,15186,freemind,repos/freemind/pda/Tree.java,Tree.select(int),47278,openjdk11,repos/openjdk11/src/java.desktop/macosx/classes/com/apple/laf/ScreenMenuBar.java,ScreenMenuBar.componentAdded(ContainerEvent),0.20107914796505152,0.23636363636363633
539,14132,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/SetClasspathOperation.java,SetClasspathOperation.executeOperation(),25276,openjdk11,repos/openjdk11/test/langtools/tools/lib/toolbox/JavacTask.java,JavacTask.classpath(Path[]),0.13399548694663863,0.17045454545454541
540,5680,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-node/src/main/java/org/nd4j/parameterserver/distributed/v2/util/MeshOrganizer.java,MeshOrganizer.Node.distanceFromRoot(),20927,openjdk11,repos/openjdk11/test/hotspot/jtreg/runtime/CommandLine/OptionsValidation/common/optionsvalidation/JVMOption.java,JVMOption.testAttach(),0.2244992515310132,0.09941520467836262
541,4596,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/ode/FieldEquationsMapper.java,FieldEquationsMapper.getTotalDimension(),25084,openjdk11,repos/openjdk11/test/langtools/tools/javac/diags/CheckExamples.java,CheckExamples.getExamples(),0.15709398604969704,0.09333333333333338
542,803,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DefaultConfiguration.java,"DefaultConfiguration.addAttribute(String, String)",51313,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/compiler/LiteralElement.java,LiteralElement.addAttribute(SyntaxTreeNode),0.2706228611664249,0.4347826086956522
543,5274,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/io/WritableUtils.java,"WritableUtils.skipFully(DataInput, int)",56054,openjdk11,repos/openjdk11/src/jdk.internal.vm.compiler/share/classes/org.graalvm.compiler.asm/src/org/graalvm/compiler/asm/Buffer.java,"Buffer.copyInto(byte[], int, int)",0.14969832517342682,0.25
544,1161,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/AbstractHashedMap.java,AbstractHashedMap.createKeySetIterator(),55325,openjdk11,repos/openjdk11/src/jdk.internal.vm.compiler/share/classes/org.graalvm.compiler.debug/src/org/graalvm/compiler/debug/DiagnosticsOutputDirectory.java,DiagnosticsOutputDirectory.createPath(),0.11934385173911419,0.3090909090909091
545,2271,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/SerializationUtils.java,SerializationUtils.roundtrip(T),15357,guava,repos/guava/guava-testlib/src/com/google/common/testing/Platform.java,Platform.reserialize(T),0.17703834913677036,0.16883116883116878
546,14808,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,DefaultListModel.clear(),28129,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/ArrayList.java,ArrayList.clear(),0.8253972625344386,0.25
547,2109,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java,StrTokenizer.clone(),21117,openjdk11,repos/openjdk11/test/jdk/sun/net/www/protocol/http/WebGet.java,WebGet.url(String),0.1598332751932937,0.15068493150684936
548,1033,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/list/TreeList.java,TreeList.AVLNode.previous(),9408,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nearestneighbors-parent/nearestneighbor-core/src/main/java/org/deeplearning4j/clustering/sptree/SpTree.java,SpTree.subDivide(),0.13385903709903377,0.062962962962963
549,17560,guava,repos/guava/guava/src/com/google/common/util/concurrent/Monitor.java,Monitor.hasWaiters(Guard),28894,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/locks/ReentrantReadWriteLock.java,ReentrantReadWriteLock.hasWaiters(Condition),0.5835936981210862,0.1777777777777778
550,6531,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/activations/Activation.java,Activation.getActivationFunction(),41582,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/plaf/basic/BasicTreeUI.java,BasicTreeUI.getCellEditor(),0.1917433430692364,0.06315789473684208
551,6012,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/samediff/SameDiff.java,"SameDiff.addPropertyForFunction(DifferentialFunction, String, INDArray)",13459,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ASTNode.java,ASTNode.getProperty(String),0.1677618245648724,0.14814814814814814
552,14798,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,"DefaultListModel.setElementAt(E, int)",45359,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/DefaultListModel.java,"DefaultListModel.setElementAt(E, int)",0.8365013418179703,1.0
553,3336,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/OpenIntToDoubleHashMap.java,OpenIntToDoubleHashMap.Iterator.key(),9814,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/AnnotationProcessorFactoryLoader.java,AnnotationProcessorFactoryLoader.getJava5FactoriesForProject(IJavaProject),0.12465347456160311,0.36363636363636365
554,15254,freemind,repos/freemind/plugins/wsl/src/org/apache/tools/tar/TarBuffer.java,TarBuffer.skipRecord(),47794,openjdk11,repos/openjdk11/src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/InputLexer.java,InputLexer.parseLong(),0.20031673165016906,0.3116883116883117
555,17479,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.toArray(),28742,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/DelayQueue.java,DelayQueue.toArray(),0.8689472573479629,0.375
556,1125,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/Flat3Map.java,"Flat3Map.putAll(Map<?, ?>)",60104,trove,repos/trove/core/src/main/java/gnu/trove/map/hash/TCustomHashMap.java,"TCustomHashMap.putAll(Map<?, ?>)",0.30187098763573916,0.48514851485148514
557,1608,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/bidimap/UnmodifiableOrderedBidiMap.java,UnmodifiableOrderedBidiMap.inverseOrderedBidiMap(),30210,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/IdentityHashMap.java,IdentityHashMap.clone(),0.13986795575589805,0.35
558,73,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/BoundedLocalCache.java,"BoundedLocalCache.isComputingAsync(Node<?, ?>)",49951,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/EntityImpl.java,EntityImpl.setNodeValue(String),0.24345292652143485,0.36585365853658536
559,14683,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/runtime/TargetInterface.java,TargetInterface.getResult(),17881,guava,repos/guava/guava/src/com/google/common/primitives/UnsignedInteger.java,UnsignedInteger.dividedBy(UnsignedInteger),0.15025381066275834,0.08071748878923768
560,17486,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.toArray(),29194,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.toArray(),0.8689472573479629,0.37362637362637363
561,677,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java,"AbstractExpressionHandler.areOnSameLine(DetailAST, DetailAST)",11282,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Compiler/src/org/eclipse/jdt/internal/compiler/codegen/CodeStream.java,"CodeStream.generateStringConcatenationAppend(BlockScope, Expression, Expression)",0.13521729493699433,0.11504424778761058
562,3253,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java,"Fraction.getReducedFraction(int, int)",4471,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fraction/BigFraction.java,"BigFraction.getReducedFraction(int, int)",0.7842594532968984,0.17886178861788615
563,3387,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/FastMath.java,"FastMath.hypot(double, double)",6407,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/samediff/SDVariable.java,"SDVariable.mul(String, double)",0.13980284521902955,0.1454545454545455
564,17480,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.toArray(T[]),28551,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedBlockingQueue.java,LinkedBlockingQueue.toArray(T[]),0.9320634650738868,0.5483870967741935
565,3816,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/stat/correlation/StorelessBivariateCovariance.java,StorelessBivariateCovariance.getResult(),49975,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/TreeWalkerImpl.java,TreeWalkerImpl.setCurrentNode(Node),0.2576153975078853,0.47916666666666663
566,3261,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java,Fraction.doubleValue(),4482,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fraction/BigFraction.java,BigFraction.floatValue(),0.7720050160708232,0.1428571428571429
567,1280,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/keyvalue/DefaultKeyValue.java,DefaultKeyValue.setKey(K),33898,openjdk11,repos/openjdk11/src/java.base/share/classes/javax/crypto/KeyGenerator.java,KeyGenerator.generateKey(),0.26876885512223964,0.2435897435897436
